,region_1,region_2,winery_name,Location1,Location2,Latitude,Longitude
4110,Yakima Valley,Columbia Valley,Trio Vintners winery,Trio Vintners winery Yakima Valley,Trio Vintners winery Columbia Valley,46.25577759999999,-119.9054033
4111,Columbia Valley (WA),Columbia Valley,Carden winery,Carden winery Columbia Valley (WA),Carden winery Columbia Valley,46.2125739,-119.1102397
4112,Knights Valley,Sonoma,Adobe Road winery,Adobe Road winery Knights Valley,Adobe Road winery Sonoma,38.2303453,-122.5949442
4113,Alexander Valley,Sonoma,Chateau St. Jean winery,Chateau St. Jean winery Alexander Valley,Chateau St. Jean winery Sonoma,38.4275595,-122.5482248
4114,Willamette Valley,Willamette Valley,J. Christopher winery,J. Christopher winery Willamette Valley,J. Christopher winery Willamette Valley,45.340652,-123.014379
4115,California,California Other,Marilyn winery,Marilyn winery California,Marilyn winery California Other,38.4368975,-122.4019086
4116,Lodi,Central Valley,McConnell Estates Winery winery,McConnell Estates Winery winery Lodi,McConnell Estates Winery winery Central Valley,38.3699149,-121.3565748
4117,Mount Veeder,Napa,Mayacamas winery,Mayacamas winery Mount Veeder,Mayacamas winery Napa,38.3650946,-122.423167
4118,Napa Valley,Napa,Chardonnais winery,Chardonnais winery Napa Valley,Chardonnais winery Napa,38.2501507,-122.3255612
4119,Chehalem Mountains,Willamette Valley,Catman winery,Catman winery Chehalem Mountains,Catman winery Willamette Valley,45.299895,-122.969343
4120,Amador County,Sierra Foothills,Domenico winery,Domenico winery Amador County,Domenico winery Sierra Foothills,37.498966,-122.24195
4121,Alexander Valley,Sonoma,Frei Brothers winery,Frei Brothers winery Alexander Valley,Frei Brothers winery Sonoma,38.6535875,-122.920558
4122,California,California Other,Hoyt Family Vineyards winery,Hoyt Family Vineyards winery California,Hoyt Family Vineyards winery California Other,35.6282229,-120.6900984
4123,Howell Mountain,Napa,Red Thread Wines winery,Red Thread Wines winery Howell Mountain,Red Thread Wines winery Napa,38.599305,-122.46083
4124,Yakima Valley,Columbia Valley,Covington winery,Covington winery Yakima Valley,Covington winery Columbia Valley,46.5845833,-120.5306666
4125,Napa Valley,Napa,Rose & Thistle winery,Rose & Thistle winery Napa Valley,Rose & Thistle winery Napa,41.5592254,-83.62897149999999
4126,Paso Robles,Central Coast,Sottomarino winery,Sottomarino winery Paso Robles,Sottomarino winery Central Coast,37.8184331,-122.3671278
4127,Santa Lucia Highlands,Central Coast,Tondré winery,Tondré winery Santa Lucia Highlands,Tondré winery Central Coast,36.4307709,-121.4203754
4128,Paso Robles,Central Coast,Culton winery,Culton winery Paso Robles,Culton winery Central Coast,35.5749614,-120.6902189
4129,Clarksburg,Central Valley,Bogle winery,Bogle winery Clarksburg,Bogle winery Central Valley,38.3892417,-121.5413971
4130,Fiddletown,Sierra Foothills,Renwood winery,Renwood winery Fiddletown,Renwood winery Sierra Foothills,38.5416258,-120.7950149
4131,Sonoma Mountain,Sonoma,Tandem winery,Tandem winery Sonoma Mountain,Tandem winery Sonoma,38.2864796,-122.4155377
4132,Contra Costa County,Central Coast,Trinitas winery,Trinitas winery Contra Costa County,Trinitas winery Central Coast,38.2470195,-122.2744828
4133,Monterey,Central Coast,American Roots winery,American Roots winery Monterey,American Roots winery Central Coast,36.4806665,-121.7336894
4134,Willamette Valley,Willamette Valley,Domaine Meriwether winery,Domaine Meriwether winery Willamette Valley,Domaine Meriwether winery Willamette Valley,45.2480912,-123.0419207
4135,California,California Other,Gallo Family Vineyards winery,Gallo Family Vineyards winery California,Gallo Family Vineyards winery California Other,37.6368057,-120.981631
4136,Sonoma County,Sonoma,Big Ass winery,Big Ass winery Sonoma County,Big Ass winery Sonoma,30.2216283,-98.7024769
4137,California,California Other,White Truck winery,White Truck winery California,White Truck winery California Other,38.437183,-122.85873
4138,Russian River Valley,Sonoma,Sauvignon Republic winery,Sauvignon Republic winery Russian River Valley,Sauvignon Republic winery Sonoma,38.4836416,-122.8175328
4139,Sonoma County,Sonoma,Pellegrini winery,Pellegrini winery Sonoma County,Pellegrini winery Sonoma,38.4741585,-122.8214182
4140,Russian River Valley,Sonoma,Bogle winery,Bogle winery Russian River Valley,Bogle winery Sonoma,38.4836416,-122.8175328
4141,Columbia Valley (WA),Columbia Valley,Gilbert Cellars winery,Gilbert Cellars winery Columbia Valley (WA),Gilbert Cellars winery Columbia Valley,46.5578827,-120.6608625
4142,Sonoma County,Sonoma,Blackstone winery,Blackstone winery Sonoma County,Blackstone winery Sonoma,38.29310450000001,-122.4592436
4143,Paso Robles,Central Coast,Hearthstone winery,Hearthstone winery Paso Robles,Hearthstone winery Central Coast,35.5659344,-120.7837316
4144,Dry Creek Valley,Sonoma,Verge winery,Verge winery Dry Creek Valley,Verge winery Sonoma,38.65291,-122.924876
4145,Paso Robles,Central Coast,Eagle Castle winery,Eagle Castle winery Paso Robles,Eagle Castle winery Central Coast,35.629625,-120.691259
4146,Adelaida District,Central Coast,Lone Madrone winery,Lone Madrone winery Adelaida District,Lone Madrone winery Central Coast,35.5553058,-120.7596445
4147,Chehalem Mountains,Willamette Valley,Lundeen winery,Lundeen winery Chehalem Mountains,Lundeen winery Willamette Valley,45.2201558,-123.1948654
4148,Napa Valley,Napa,Clif Family winery,Clif Family winery Napa Valley,Clif Family winery Napa,38.5003607,-122.4640249
4149,Ventura County,Central Coast,Clos des Amis winery,Clos des Amis winery Ventura County,Clos des Amis winery Central Coast,34.4473224,-119.2436071
4150,North Fork of Long Island,Long Island,Southold winery,Southold winery North Fork of Long Island,Southold winery Long Island,41.0616667,-72.44416869999999
4151,Santa Barbara County,Central Coast,Cholame winery,Cholame winery Santa Barbara County,Cholame winery Central Coast,34.9117368,-120.4473083
4152,Napa Valley,Napa,Galerie winery,Galerie winery Napa Valley,Galerie winery Napa,38.29778,-122.2880887
4153,Willamette Valley,Willamette Valley,Brooks winery,Brooks winery Willamette Valley,Brooks winery Willamette Valley,45.1072631,-123.13473
4154,Yountville,Napa,Monticello Vineyards winery,Monticello Vineyards winery Yountville,Monticello Vineyards winery Napa,38.3589809,-122.3104149
4155,Carneros,Napa-Sonoma,Silverado winery,Silverado winery Carneros,Silverado winery Napa-Sonoma,38.4121687,-122.3369596
4156,Dry Creek Valley,Sonoma,Biltmore Estate winery,Biltmore Estate winery Dry Creek Valley,Biltmore Estate winery Sonoma,35.555602,-82.5825732
4157,Santa Cruz Mountains,Central Coast,Heart O' The Mountain winery,Heart O' The Mountain winery Santa Cruz Mountains,Heart O' The Mountain winery Central Coast,37.2601556,-122.0647
4158,St. Helena,Napa,Monticello Vineyards winery,Monticello Vineyards winery St. Helena,Monticello Vineyards winery Napa,38.3589809,-122.3104149
4159,Dundee Hills,Willamette Valley,Lange winery,Lange winery Dundee Hills,Lange winery Willamette Valley,45.295527,-123.042823
4160,Howell Mountain,Napa,Olabisi winery,Olabisi winery Howell Mountain,Olabisi winery Napa,38.5788968,-122.5795189
4161,Napa Valley,Napa,Silenus winery,Silenus winery Napa Valley,Silenus winery Napa,38.3638376,-122.3389964
4162,Napa Valley,Napa,Isabel Mondavi winery,Isabel Mondavi winery Napa Valley,Isabel Mondavi winery Napa,38.4414728,-122.4100923
4163,Wahluke Slope,Columbia Valley,Kyra winery,Kyra winery Wahluke Slope,Kyra winery Columbia Valley,46.73847199999999,-119.919118
4164,Columbia Valley (WA),Columbia Valley,Zerba Cellars winery,Zerba Cellars winery Columbia Valley (WA),Zerba Cellars winery Columbia Valley,47.733666,-122.142702
4165,Lodi,Central Valley,Frisk winery,Frisk winery Lodi,Frisk winery Central Valley,38.1340405,-121.2726508
4166,Oakville,Napa,Liparita winery,Liparita winery Oakville,Liparita winery Napa,38.437115,-122.4016405
4167,California,California Other,Michael David winery,Michael David winery California,Michael David winery California Other,38.1157745,-121.3722117
4168,Santa Lucia Highlands,Central Coast,Red Stitch winery,Red Stitch winery Santa Lucia Highlands,Red Stitch winery Central Coast,36.4307709,-121.4203754
4169,Sonoma Mountain,Sonoma,Three Sticks winery,Three Sticks winery Sonoma Mountain,Three Sticks winery Sonoma,38.2938294,-122.4597296
4170,Fort Ross-Seaview,Sonoma,Blue Farm winery,Blue Farm winery Fort Ross-Seaview,Blue Farm winery Sonoma,38.51125529999999,-123.1945508
4171,California,California Other,Herzog winery,Herzog winery California,Herzog winery California Other,34.2050895,-119.1309811
4172,Edna Valley,Central Coast,Morro View Winery winery,Morro View Winery winery Edna Valley,Morro View Winery winery Central Coast,42.62324,-77.1035593
4173,Columbia Gorge (OR),Oregon Other,Roots winery,Roots winery Columbia Gorge (OR),Roots winery Oregon Other,45.3567419,-123.120867
4174,Napa Valley,Napa,Marilyn Merlot winery,Marilyn Merlot winery Napa Valley,Marilyn Merlot winery Napa,42.4401941,-83.4373425
4175,Finger Lakes,Finger Lakes,Brooklyn Oenology winery,Brooklyn Oenology winery Finger Lakes,Brooklyn Oenology winery Finger Lakes,42.4926549,-76.92432579999999
4176,Santa Barbara County,Central Coast,Mallea winery,Mallea winery Santa Barbara County,Mallea winery Central Coast,34.4235162,-119.7068609
4177,Willamette Valley,Willamette Valley,Arbor Brook winery,Arbor Brook winery Willamette Valley,Arbor Brook winery Willamette Valley,45.3445125,-123.0479937
4178,Santa Maria Valley,Central Coast,Highflyer winery,Highflyer winery Santa Maria Valley,Highflyer winery Central Coast,34.8521889,-120.2558541
4179,Edna Valley,Central Coast,LaZarre winery,LaZarre winery Edna Valley,LaZarre winery Central Coast,35.62671230000001,-120.5409347
4180,Dry Creek Valley,Sonoma,Flinch winery,Flinch winery Dry Creek Valley,Flinch winery Sonoma,38.65291,-122.924876
4181,Alexander Valley,Sonoma,Ousterhout winery,Ousterhout winery Alexander Valley,Ousterhout winery Sonoma,38.6664835,-122.8199625
4182,Paso Robles Willow Creek District,Central Coast,Paix Sur Terre winery,Paix Sur Terre winery Paso Robles Willow Creek District,Paix Sur Terre winery Central Coast,35.5647999,-120.7828605
4183,Atlas Peak,Napa,Sequoia Grove winery,Sequoia Grove winery Atlas Peak,Sequoia Grove winery Napa,38.4493497,-122.4119046
4184,Santa Lucia Highlands,Central Coast,Shane Wines winery,Shane Wines winery Santa Lucia Highlands,Shane Wines winery Central Coast,36.4307709,-121.4203754
4185,Sonoma Valley,Sonoma,Grove Street winery,Grove Street winery Sonoma Valley,Grove Street winery Sonoma,38.2939769,-122.5029785
4186,Horse Heaven Hills,Columbia Valley,Hollywood Hill winery,Hollywood Hill winery Horse Heaven Hills,Hollywood Hill winery Columbia Valley,47.7330572,-122.1424558
4187,Sonoma Valley,Sonoma,Peter Cellars winery,Peter Cellars winery Sonoma Valley,Peter Cellars winery Sonoma,38.2580569,-122.4497724
4188,Napa Valley,Napa,Decades5 winery,Decades5 winery Napa Valley,Decades5 winery Napa,38.25552,-122.3513889
4189,Napa Valley,Napa,Tetra winery,Tetra winery Napa Valley,Tetra winery Napa,38.3385199,-122.2625606
4190,Rutherford,Napa,Veedercrest winery,Veedercrest winery Rutherford,Veedercrest winery Napa,38.361717,-122.417214
4191,Carneros,Napa-Sonoma,Vine Cliff winery,Vine Cliff winery Carneros,Vine Cliff winery Napa-Sonoma,38.4471288,-122.3505424
4192,California,California Other,Rancho Zabaco winery,Rancho Zabaco winery California,Rancho Zabaco winery California Other,38.6536427,-122.9205427
4193,Rogue Valley,Southern Oregon,Weisinger's of Ashland winery,Weisinger's of Ashland winery Rogue Valley,Weisinger's of Ashland winery Southern Oregon,42.1673999,-122.6589563
4194,Applegate Valley,Southern Oregon,Wooldridge Creek winery,Wooldridge Creek winery Applegate Valley,Wooldridge Creek winery Southern Oregon,42.3056196,-123.2013748
4195,Napa Valley,Napa,M. Trinchero winery,M. Trinchero winery Napa Valley,M. Trinchero winery Napa,38.528453,-122.497828
4196,Oregon,Oregon Other,Weisinger's of Ashland winery,Weisinger's of Ashland winery Oregon,Weisinger's of Ashland winery Oregon Other,42.1673999,-122.6589563
4197,Willamette Valley,Willamette Valley,Pepi winery,Pepi winery Willamette Valley,Pepi winery Willamette Valley,45.33231989999999,-123.0956794
4198,Willamette Valley,Willamette Valley,Lion Valley winery,Lion Valley winery Willamette Valley,Lion Valley winery Willamette Valley,44.8277817,-123.0123551
4199,Rogue Valley,Southern Oregon,Ashland Vineyards winery,Ashland Vineyards winery Rogue Valley,Ashland Vineyards winery Southern Oregon,42.2173954,-122.6959213
4200,San Antonio Valley,Central Coast,Cima Collina winery,Cima Collina winery San Antonio Valley,Cima Collina winery Central Coast,36.4778066,-121.7291031
4201,Rogue Valley,Southern Oregon,Dobbes Family Estate winery,Dobbes Family Estate winery Rogue Valley,Dobbes Family Estate winery Southern Oregon,45.2795302,-123.0078417
4202,Ballard Canyon,Central Coast,Kaena winery,Kaena winery Ballard Canyon,Kaena winery Central Coast,34.6652971,-120.1148636
4203,Diamond Mountain District,Napa,Martin Ray winery,Martin Ray winery Diamond Mountain District,Martin Ray winery Napa,38.4685612,-122.8507515
4204,Green Valley,Sonoma,Barnett winery,Barnett winery Green Valley,Barnett winery Sonoma,38.5320193,-122.5536083
4205,Columbia Valley (WA),Columbia Valley,Saviah winery,Saviah winery Columbia Valley (WA),Saviah winery Columbia Valley,46.00475669999999,-118.3820092
4206,Red Mountain,Columbia Valley,Underground Wine Project winery,Underground Wine Project winery Red Mountain,Underground Wine Project winery Columbia Valley,42.856856,-90.1879809
4207,Santa Ynez Valley,Central Coast,Novy winery,Novy winery Santa Ynez Valley,Novy winery Central Coast,34.6155028,-120.1097112
4208,Lodi,Central Valley,OZV winery,OZV winery Lodi,OZV winery Central Valley,38.13655079999999,-121.2415325
4209,Oregon,Oregon Other,Domaine J. Meuret winery,Domaine J. Meuret winery Oregon,Domaine J. Meuret winery Oregon Other,45.30134899999999,-123.0569536
4210,California,California Other,Ménage a Trois winery,Ménage a Trois winery California,Ménage a Trois winery California Other,38.421203,-122.3900918
4211,Central Coast,Central Coast,Brass Tacks winery,Brass Tacks winery Central Coast,Brass Tacks winery Central Coast,35.27905920000001,-120.6644554
4212,Horse Heaven Hills,Columbia Valley,Fidelitas winery,Fidelitas winery Horse Heaven Hills,Fidelitas winery Columbia Valley,46.2880231,-119.451728
4213,Calaveras County,Sierra Foothills,Albeno Munari winery,Albeno Munari winery Calaveras County,Albeno Munari winery Sierra Foothills,38.13761330000001,-120.4614681
4214,Santa Maria Valley,Central Coast,Belle Glos winery,Belle Glos winery Santa Maria Valley,Belle Glos winery Central Coast,34.8944942,-120.2987253
4215,California,California Other,Black Stallion winery,Black Stallion winery California,Black Stallion winery California Other,38.35983179999999,-122.2906388
4216,Mendocino-Lake,North Coast,Bonterra winery,Bonterra winery Mendocino-Lake,Bonterra winery North Coast,39.0402186,-123.185289
4217,Paso Robles,Central Coast,PharaohMoans winery,PharaohMoans winery Paso Robles,PharaohMoans winery Central Coast,35.5762116,-120.6886041
4218,Santa Maria Valley,Central Coast,Chessman winery,Chessman winery Santa Maria Valley,Chessman winery Central Coast,34.9122362,-120.450372
4219,Washington,Washington Other,Vino winery,Vino winery Washington,Vino winery Washington Other,42.485276,-83.1467624
4220,Oregon,Oregon Other,Irvine Family Vineyards winery,Irvine Family Vineyards winery Oregon,Irvine Family Vineyards winery Oregon Other,42.1771442,-122.6342382
4221,Oregon,Oregon Other,Seven of Hearts winery,Seven of Hearts winery Oregon,Seven of Hearts winery Oregon Other,45.29431599999999,-123.1780399
4222,Sonoma County,Sonoma,Spann Vineyards winery,Spann Vineyards winery Sonoma County,Spann Vineyards winery Sonoma,38.4195167,-122.5517997
4223,Happy Canyon of Santa Barbara,Central Coast,Star Lane Vineyard winery,Star Lane Vineyard winery Happy Canyon of Santa Barbara,Star Lane Vineyard winery Central Coast,34.4206415,-119.6994278
4224,Willamette Valley,Willamette Valley,TeBri Vineyards winery,TeBri Vineyards winery Willamette Valley,TeBri Vineyards winery Willamette Valley,44.313722,-123.324039
4225,Paso Robles,Central Coast,La Filice winery,La Filice winery Paso Robles,La Filice winery Central Coast,35.5818007,-120.7193708
4226,Edna Valley,Central Coast,Mount Eden Vineyards winery,Mount Eden Vineyards winery Edna Valley,Mount Eden Vineyards winery Central Coast,37.2650636,-122.0797633
4227,Monterey County,Central Coast,Brecon Estate winery,Brecon Estate winery Monterey County,Brecon Estate winery Central Coast,35.5978941,-120.8316768
