,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery_name,Latitude,Longitude,Min_temp,Max_temp,Precip,Humidity,Heat_Index,review_neg,review_neu,review_pos
14439,US,"Grown in the southern section of the valley in the foothills of the Blue Mountains, this rare varietal bottling from this appellation shows aromas of cranberry, raspberry and citrus, along with some hints of oxidation. It's tart and full in feel, not seeming entirely varietally correct.",Breezy Slope Vineyard,86,35,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lagana 2013 Breezy Slope Vineyard Pinot Noir (Walla Walla Valley (WA)),Pinot Noir,Lagana winery,46.0673257,-118.3396849,-0.9,115,16.6,57.52,106.4,0,1,0
14440,US,"This is an aromatically brooding wine with notes of herbs, pepper and brown spices. It drinks quite sweet with a lightly chalky feel.",Minnick Hills Vineyard,86,30,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Lagana 2013 Minnick Hills Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Lagana winery,46.0673257,-118.3396849,-0.9,115,16.6,57.52,106.4,0,0.82,0.18
14441,US,"A blend of Cabernet Sauvignon, Merlot and Cabernet Franc, this offers aromas of raisinated cherries, herbs, bittersweet chocolate and a whiff of barnyard. Medicinal flavors are backed by chalky tannins.",Ciel du Cheval,86,40,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,:Nota Bene 2011 Ciel du Cheval Red (Red Mountain),Bordeaux-style Red Blend,:Nota Bene winery,47.5194922,-122.3126666,17.2,103.1,25.46,74.05,106,0.046,0.915,0.039
14442,US,"In this 100% varietal wine, tire rubber, spice box and flower aromas are followed by seamless dark fruit flavors backed by firm but well integrated tannins. It shows a pleasant balance that sustains through the finish.",Ciel du Cheval Vineyard,88,35,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,:Nota Bene 2013 Ciel du Cheval Vineyard Merlot (Red Mountain),Merlot,:Nota Bene winery,47.5194922,-122.3126666,17.2,103.1,25.46,74.05,106,0,0.797,0.203
14443,US,"This 100% varietal wine's cocoa and sweet baking spice aromas are followed by ripe, luscious fruit and barrel flavors. Oak plays a prominent role, with light gamy notes that persist on the finish.",Heart of the Hill,87,30,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,:Nota Bene 2013 Heart of the Hill Mourvèdre (Red Mountain),Mourvèdre,:Nota Bene winery,47.5194922,-122.3126666,17.2,103.1,25.46,74.05,106,0,0.799,0.201
14444,US,"This 100% varietal wine shows medicine cabinet, barnyard, Band-Aid and dried fruit aromas followed by dried out fruit and medicinal flavors. The tannins bring some dryness.",Heart of the Hill,85,40,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,:Nota Bene 2013 Heart of the Hill Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,:Nota Bene winery,47.5194922,-122.3126666,17.2,103.1,25.46,74.05,106,0,1,0
14445,US,"Vanilla, coconut and baking spice aromas are at the fore, with the wood primary. The palate is rich and full bodied, with dark fruit and oak spice flavors. There are some good things going on but the oak—half new American and half seasoned French—rides right over them.",Ciel du Cheval Vineyard,87,40,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,:Nota Bene 2013 Ciel du Cheval Vineyard Syrah (Red Mountain),Syrah,:Nota Bene winery,47.5194922,-122.3126666,17.2,103.1,25.46,74.05,106,0,0.914,0.086
14446,US,"This wine's unusual purple fruit, citrus, herb and wood spice aromas waft up from the glass. The palate brings abundant orange peel flavors supported by tannins that are surprisingly firm for the variety. Citrus twist notes linger on the finish.",Heart of the Hill Vineyard,87,30,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,:Nota Bene 2013 Heart of the Hill Vineyard Malbec (Red Mountain),Malbec,:Nota Bene winery,47.5194922,-122.3126666,17.2,103.1,25.46,74.05,106,0,0.894,0.106
14447,US,"This 100% varietal wine offers aromas of barrel spices, mint, dried fruit and barnyard. It's full bodied but still shows good deftness.",Ciel du Cheval Vineyard,88,40,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,:Nota Bene 2011 Ciel du Cheval Vineyard Syrah (Red Mountain),Syrah,:Nota Bene winery,47.5194922,-122.3126666,17.2,103.1,25.46,74.05,106,0,0.845,0.155
14448,US,"Cabernet Sauvignon (54%) takes the lead in this wine, followed by Merlot (31%) and Cabernet Franc (15%). The aromas are all high toned, including spice, dried dark fruit and herb notes. The black fruit shows depth, framed by lightly dry tannins and a gamy flavor that lingers on the finish.",Ciel du Cheval Vineyard,88,40,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,:Nota Bene 2013 Ciel du Cheval Vineyard Red (Red Mountain),Bordeaux-style Red Blend,:Nota Bene winery,47.5194922,-122.3126666,17.2,103.1,25.46,74.05,106,0,1,0
14449,US,"This is the winery's first bottling of Malbec from this up-and-coming vineyard. Woodspice, cedar and mushroom aromas are followed by seemingly dried-out cherry flavors that trail toward the finish.",Heart of the Hill,86,25,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,:Nota Bene 2012 Heart of the Hill Malbec (Red Mountain),Malbec,:Nota Bene winery,47.5194922,-122.3126666,17.2,103.1,25.46,74.05,106,0,1,0
14450,US,"Cabernet Sauvignon (54%) takes the lead in this wine, followed by Merlot (31%) and Cabernet Franc (15%). The aromas are all high toned, including spice, dried dark fruit and herb notes. The black fruit shows depth, framed by lightly dry tannins and a gamy flavor that lingers on the finish.",Ciel du Cheval Vineyard,88,40,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,:Nota Bene 2013 Ciel du Cheval Vineyard Red (Red Mountain),Bordeaux-style Red Blend,:Nota Bene winery,47.5194922,-122.3126666,17.2,103.1,25.46,74.05,106,0,1,0
14451,US,"This 100% varietal wine offers aromas of barrel spices, mint, dried fruit and barnyard. It's full bodied but still shows good deftness.",Ciel du Cheval Vineyard,88,40,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,:Nota Bene 2011 Ciel du Cheval Vineyard Syrah (Red Mountain),Syrah,:Nota Bene winery,47.5194922,-122.3126666,17.2,103.1,25.46,74.05,106,0,0.845,0.155
14452,US,"Lovely delineation here, the berry/cherry fruit framed with coffee and chocolate from a 50/50 mix of French and American oak barrels. The surprise is the addition (via co-fermentation) of 6% Viognier, which stabilizes color and gives a pleasing, floral/citrus lift to the scents and flavors. Good balance and follow through.",Ciel du Cheval Vineyard,91,35,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,:Nota Bene 2007 Ciel du Cheval Vineyard Syrah (Red Mountain),Syrah,:Nota Bene winery,47.5194922,-122.3126666,17.2,103.1,25.46,74.05,106,0,0.783,0.217
14453,US,"This is three-fifths Cabernet Sauvignon, the rest split between Cabernet Franc and Merlot. It's supple and forward, with pretty, plummy fruit and pleasing touches of cinnamon and spice.",Ciel du Cheval Vineyard,90,35,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,:Nota Bene 2009 Ciel du Cheval Vineyard Red (Red Mountain),Bordeaux-style Red Blend,:Nota Bene winery,47.5194922,-122.3126666,17.2,103.1,25.46,74.05,106,0,0.798,0.202
14454,US,"This is pure Syrah from Ciel du Cheval, and is head and shoulders above the winery's Columbia Valley bottling. The sleek, detailed, steely spine that is a vineyard characteristic gives this wine both power and suppleness. The fruit is perfectly ripened and nicely set in firm, ripe, polished tannins.",Ciel du Cheval Vineyard,91,35,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,:Nota Bene 2009 Ciel du Cheval Vineyard Syrah (Red Mountain),Syrah,:Nota Bene winery,47.5194922,-122.3126666,17.2,103.1,25.46,74.05,106,0,0.866,0.134
14455,US,"Cedar, herb, mushroom and woodspice aromas are followed by tart cranberry and flavors that show some astringency. The wood gets out front.",Ciel du Cheval Vineyard,87,40,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,:Nota Bene 2012 Ciel du Cheval Vineyard Syrah (Red Mountain),Syrah,:Nota Bene winery,47.5194922,-122.3126666,17.2,103.1,25.46,74.05,106,0,1,0
14456,US,"A blend of Cabernet Sauvignon, Merlot and Cabernet Franc, this offers aromas of raisinated cherries, herbs, bittersweet chocolate and a whiff of barnyard. Medicinal flavors are backed by chalky tannins.",Ciel du Cheval,86,40,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,:Nota Bene 2011 Ciel du Cheval Red (Red Mountain),Bordeaux-style Red Blend,:Nota Bene winery,47.5194922,-122.3126666,17.2,103.1,25.46,74.05,106,0.046,0.915,0.039
14457,US,"Vanilla, coconut and baking spice aromas are at the fore, with the wood primary. The palate is rich and full bodied, with dark fruit and oak spice flavors. There are some good things going on but the oak—half new American and half seasoned French—rides right over them.",Ciel du Cheval Vineyard,87,40,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,:Nota Bene 2013 Ciel du Cheval Vineyard Syrah (Red Mountain),Syrah,:Nota Bene winery,47.5194922,-122.3126666,17.2,103.1,25.46,74.05,106,0,0.914,0.086
14458,US,"This wine's unusual purple fruit, citrus, herb and wood spice aromas waft up from the glass. The palate brings abundant orange peel flavors supported by tannins that are surprisingly firm for the variety. Citrus twist notes linger on the finish.",Heart of the Hill Vineyard,87,30,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,:Nota Bene 2013 Heart of the Hill Vineyard Malbec (Red Mountain),Malbec,:Nota Bene winery,47.5194922,-122.3126666,17.2,103.1,25.46,74.05,106,0,0.894,0.106
14459,US,"Tart and astringent, this young wine shows good structure but remains a bit tight. Light red fruits, a streak of citrus, and a strong base of cement and chalk-like minerality, this has persistence and complexity. It needs more cellar time to fully express itself.",Ciel du Cheval Vineyard,88,35,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,:Nota Bene 2008 Ciel du Cheval Vineyard Syrah (Red Mountain),Syrah,:Nota Bene winery,47.5194922,-122.3126666,17.2,103.1,25.46,74.05,106,0,0.859,0.141
14506,US,"This 2005 Syrah from Morrison Lane seems a bit lackluster compared with previous efforts. This is smoky and tight, a tannic wine with flavors of lead pencil, green tea and earth. But the fruit is quite light, tart, and does not seem to sync up with the heaviness of the tannins.",,87,32,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Morrison Lane 2005 Syrah (Walla Walla Valley (WA)),Syrah,Morrison Lane winery,46.0654416,-118.3419489,-0.9,115,16.61,57.52,106.4,0,1,0
14507,US,"Picked late and fermented on native yeast, this Viognier brings some snap and spice to its scents and flavors. The lime and quinine quality recalls a good gin and tonic; it definitely leans to the herbal rather than the tropical side of Viognier, but is crisp and refreshing.",,87,23,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Morrison Lane 2006 Viognier (Walla Walla Valley (WA)),Viognier,Morrison Lane winery,46.0654416,-118.3419489,-0.9,115,16.61,57.52,106.4,0,0.922,0.078
14508,US,"Finished at just 12.9% alcohol, the cuttings for this interesting wine came from Tablas Creek. It brings light, tart, cranberry and red fruit flavors. Somehow an impression of butter creeps into the finish, which lingers surprisingly given the lightness of the wine, over all.",,88,33,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Morrison Lane 2005 Counoise (Walla Walla Valley (WA)),Counoise,Morrison Lane winery,46.0654416,-118.3419489,-0.9,115,16.61,57.52,106.4,0,0.85,0.15
14509,US,"Made as a pure variety, this rare example of Walla Walla Cinsault—is scented with lovely whiffs of berries, plums and moist earth. It falls somewhere in the same stylistic region as Sangiovese and Pinot Noir, with bright, sharp, acidic fruit flavors.",,87,27,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Morrison Lane 2005 Cinsault (Walla Walla Valley (WA)),Cinsault,Morrison Lane winery,46.0654416,-118.3419489,-0.9,115,16.61,57.52,106.4,0,0.85,0.15
14510,US,"This is Morrison Lane's first Dolcetto—previously these grapes were blended into the winery's Nebbiolo. The color is dark and saturated, the plummy fruit flavors laced with spice and leaf. There is a high acid sharpness on the tongue, with a little green character in the tannins, but it is a very promising first effort.",,88,24,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Morrison Lane 2005 Dolcetto (Walla Walla Valley (WA)),Dolcetto,Morrison Lane winery,46.0654416,-118.3419489,-0.9,115,16.61,57.52,106.4,0,0.926,0.074
14511,US,"Morrison Lane's Sangiovese includes a little Syrah and Carmenère in the blend, giving it a light sprinkling of peppery spice. Tart red fruits fill in the rest.",,86,26,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Morrison Lane 2005 Sangiovese (Walla Walla Valley (WA)),Sangiovese,Morrison Lane winery,46.0654416,-118.3419489,-0.9,115,16.61,57.52,106.4,0,0.909,0.091
14512,US,"Tank fermented, then aged in neutral French oak, this has a tawny cast to it and a soft, slightly woody flavor. The lemony flavor finishes with a mildly bitter fruit-skin note.",,85,24,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Morrison Lane 2010 Viognier (Walla Walla Valley (WA)),Viognier,Morrison Lane winery,46.0654416,-118.3419489,-0.9,115,16.61,57.52,106.4,0.094,0.906,0
14513,US,"This is 100% Syrah from an excellent vineyard. It's chewy and even a bit salty in the mouth, with a mix of bell pepper and black pepper over streaks of berry and cassis. Most of the flavor is front-loaded, and the wine fades away into an earthy, fairly tannic finish.",Spofford Station Vineyard,87,35,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Adamant Cellars 2006 Spofford Station Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Adamant Cellars winery,46.0871414,-118.2713719,-0.9,115.1,16.53,57.48,106.3,0,0.927,0.073
14514,US,"All varietal coming from Dwelley and Minnick Hills vineyards, this wine leads with aromas of black licorice, dates and green herbs. There's plenty of richness to the flavors, which are backed by a squeeze of grainy tannins.",Winemaker's Select,88,42,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Adamant Cellars 2012 Winemaker's Select Merlot (Walla Walla Valley (WA)),Merlot,Adamant Cellars winery,46.0871414,-118.2713719,-0.9,115.1,16.53,57.48,106.3,0,0.888,0.112
14515,US,Lovely concentration and texture make this a standout and the best wine yet from newcomer Adamant Cellars. Berries and cassis fruit flavors are crisply defined and annotated with smoke and earth; the wine has grip and length.,Winemaker's Select Red Blend,91,30,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Adamant Cellars 2006 Winemaker's Select Red Blend Red (Walla Walla Valley (WA)),Red Blend,Adamant Cellars winery,46.0871414,-118.2713719,-0.9,115.1,16.53,57.48,106.3,0,0.81,0.19
14556,US,"Lola is a 50-50 Cabernet Sauvignon/Syrah blend, smooth and supple, with a mix of purple berries, black cherry, cassis and smoke. The tannins finish a little green, and the Cab/Syrah combo seems to nullify the clear, varietal expression of either grape, but overall this is a well-crafted wine that could stand nicely alongside a hanger steak.",Lola Red,87,25,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Two Vintners 2007 Lola Red Red (Columbia Valley (WA)),Red Blend,Two Vintners winery,47.762217,-122.149703,15.5,102.5,27.01,73.97,105.3,0,0.897,0.103
14557,US,"Pepper Bridge fruit makes up the majority of this wine, with the balance coming from Sheridan and Olsen vineyards. It offers aromas of barrel spice, herb, anise and exotic spice that lead to pitch-black, ever-so-slightly dried-out fruit flavors.",,89,32,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Two Vintners 2013 Merlot (Columbia Valley (WA)),Merlot,Two Vintners winery,47.762217,-122.149703,15.5,102.5,27.01,73.97,105.3,0,1,0
